Gene_Symbol,ES3
SREK1,0.934770135
CHD1,1.729650205
CLCA3P,-0.947621488
ANKFN1,-0.847202182
DGKE,-0.700018193
HS2ST1,0.002899804
MSI2,-0.515740657
CACNA2D1,-0.429172608
ZUFSP,0.938715641
GDPD1,0.107573688
NUS1,0.590558775
SEMA3D,-0.892232748
PPP2R5E,1.627856698
ASB17,-1.013836538
GRAP,-0.702181406
SLC5A10,-0.660560498
AK5,-0.861435772
C17orf103,-0.231301529
CABYR,-0.577117725
IMPACT,-0.390336926
ANKRD29,-0.792471648
C6orf57,0.625166822
CHST9,-0.989378766
THY1,0.834249976
DNAAF1,-0.677246667
C16orf74,-0.157032969
TBCEL,-0.419375961
JPH3,-0.735492656
ANKH,-0.741942341
FAM105B,-0.206220085
UBASH3B,-0.809223076
ROBO4,-0.842360756
ROBO3,-0.684529876
PANX3,-0.980234117
TBRG1,0.486691381
NRGN,-0.395577833
FAM134B,0.971355294
CDH12,-0.840504979
GPR15,-0.8914019
TOMM70A,0.800447908
ABI3BP,-0.540913701
ANGPT1,-0.860948386
PITPNC1,0.101106765
CC2D1B,0.059850533
CERS3,-0.933293697
PRKCA,-0.576050083
LRRK1,-0.816851142
GAL3ST2,-0.86848536
ABCA9,-0.88671078
ABCA6,-0.901811512
ABCA10,-0.867588566
ABCA5,-0.410943743
ENPP3,-0.633017137
C4orf19,-0.776531091
UCHL1,2.970922491
DISP1,-0.482265297
TNIK,-0.803745531
TDH,-0.801596871
FAM167A,-0.579172688
NEIL2,-0.168954108
PGM5,-0.897749492
WNT3A,-0.913873995
OBSCN,-0.677783585
LONRF1,2.625189222
TRIM11,0.206958768
ENAH,2.356892024
PPP1R3A,-0.965438874
CCSAP,-0.456145054
ASZ1,-0.943803359
SH3RF1,-0.450412702
GBP5,-0.854493965
BUB3,1.792703815
GPR26,-0.663223315
CCDC173,-0.531989394
MMP21,-0.920865587
C10orf90,-0.885158069
FAM69A,-0.898099799
ATP5G3,3.086282959
SRSF12,0.89335097
PDLIM3,-0.884210971
SORBS2,-0.897205679
TCEB1,2.469895921
LY96,1.344510356
PSMA8,-0.779381426
TMSB4Y,-0.935321232
CXADR,-0.308543794
BTG3,1.8944773
C21orf91,0.427017955
CHODL,-0.873158607
TMPRSS15,-0.903996011
NCAM2,0.523293009
L3MBTL4,-0.796322658
PDE1C,-0.917388073
MRPL39,1.691092144
JAM2,-0.596847447
ATP5J,2.741746026
GABPA,0.109830382
ADAMTS1,0.444146034
ADAMTS5,-0.722707021
TSEN2,0.477156445
SLFN13,-0.912978251
WNT7A,-0.828480159
XPC,1.272560869
C17orf50,-0.874910928
CCDC174,1.132221657
FGD5,-0.84528513
DPH3,1.110323033
OXNAD1,-0.077488545
PLCL2,-0.986477271
CXXC1,-0.210985727
SKA1,0.837074296
PPP4R1,1.009818354
APCDD1,2.123346856
PIEZO2,-0.803294792
MPPE1,-0.304903011
USP43,-0.685151263
RAB6B,-0.70274118
EME1,0.50604038
EPHB1,-0.862347408
ACSS1,-0.472158427
ANKRD40,1.00541264
ZNF18,1.191930065
CA10,-0.872890568
VOPP1,-0.829225523
14-Sep,-0.901399105
APOOL,0.569316479
DKK2,1.765550072
CYP2U1,-0.677264495
FBXL18,-0.35397936
CNTNAP5,-0.827349177
PROM2,-0.753287499
AKD1,-0.751938684
ODF1,-0.861793515
KLF10,0.891640636
PTPRN2,-0.861258212
AZIN1,2.17661776
ATP6V1C1,1.260451772
TMEM55A,0.714983828
OTUD6B,-0.021205848
CDK19,-0.233722272
MARCKS,1.695120936
TTC39B,-0.717620522
AGPAT5,1.260542324
MMS19,0.841957182
OR4K1,-0.751368388
PI4K2A,0.490345865
ZFYVE27,-0.629705955
GOLGA7B,-0.859933093
GPR78,-0.733537345
TRMT44,-0.509149235
SLC25A28,0.572844221
HSPA13,0.859437823
SAMSN1,-0.983190935
USP25,0.274260846
GRAMD3,-0.552787066
ZCCHC10,0.682906366
C16orf87,0.741686955
MOV10,0.275784955
RHOC,0.736060168
PPM1J,-0.476311508
DBI,2.302136614
SLC16A1,2.065150827
HEATR3,0.715217101
MKI67IP,-0.122182805
OXA1L,0.872162693
SLC7A7,-0.61950964
MAGEC1,-0.920288285
LARP1,2.185289139
CNOT8,1.127271071
GRIA1,-0.778367199
LRGUK,-0.913990118
SETD9,-1.049335419
MIER3,0.241016384
NUP205,1.39021708
ZKSCAN2,-0.373324329
C9orf85,1.171101724
PIK3AP1,-0.800643643
RBM45,0.972232252
C10orf12,-0.710032022
TTN,-0.812859149
VSIG4,-0.958924958
PDIA4,1.811215988
KDM8,-0.814006698
PDZD9,-0.820973802
KCTD18,0.974254253
FAM126B,-0.260460814
ALS2CR12,-0.847740396
ALS2CR11,-0.807629864
TMEM237,0.870272095
FZD7,0.155226808
SPAG17,-0.932558651
DEPTOR,-0.782798576
FMN2,-0.600189271
RNF20,1.923713052
CYLC2,-0.784281055
PPARGC1B,-0.663240386
ELMO1,-0.940087773
SLC26A2,0.919873651
LSM11,-0.751916849
FAM154A,-0.841129261
RRAGA,1.952416082
SLC24A2,-0.836494044
TRIM42,-0.859592308
ACPL2,0.009551325
ADCY8,-0.842011909
RASA2,-0.663093041
RMND1,0.323300579
RAET1L,-0.920815155
SLA,-0.78612267
VBP1,2.184968242
RAB39B,0.119798311
CLIC2,-0.264947781
AFF2,-0.815393987
EFHA2,-0.016083108
GRIP1,-0.352637407
VPS37A,1.28783397
KIF5A,-0.505332593
TMEM185A,0.49686327
NAT2,-0.790743552
MAGEA8,-0.904552682
PSD3,0.848990654
C9orf41,-0.654047029
MCU,-0.399495637
ELMSAN1,1.014620328
TTC18,-0.641500511
GNA14,1.408773816
GNAQ,1.648559589
WIF1,-0.905467579
UGT2B4,-0.921268717
GPR61,-0.88122638
MMP16,-0.928824152
ADK,-0.033609534
KCNMA1,-0.524772564
BATF,-0.859554195
DCK,1.042536792
ADAMTS3,-0.934607939
ALX3,-0.779332117
DPY19L4,0.743598198
NDUFAF6,0.16485304
DRAM2,1.926034536
C8orf37,-0.822459463
PPEF2,-0.956419636
C15orf26,-0.942802111
ADAMTSL3,-0.828066929
ART3,-0.124801948
SLC28A1,-0.828403621
WHAMM,0.41097998
CXCL13,-0.883880965
N6AMT1,0.094185983
RWDD2B,1.517354876
USP16,1.501328611
CCT8,3.088928093
C21orf7,-0.798024663
NAA11,-0.82433236
BACH1,-0.233563956
CLDN17,-0.793103842
CLDN8,-0.978234767
TSPAN7,0.659698114
TIAM1,-0.459087014
SCAF4,1.684357986
RPGR,-0.261554199
CDK20,-0.470617977
PCGF6,-0.209007006
ANKRD9,0.211383036
SFR1,-0.249308123
SORCS3,-0.901992295
SFXN2,0.356751204
C14orf2,0.864729854
FUT6,-0.867779313
TDRD9,-1.059939493
FGF18,-0.816571922
PCDH1,-0.698554664
SH3RF2,-0.719192616
GDF6,-0.340700274
UQCRB,0.002703006
MTERFD1,2.162816224
PTDSS1,1.769215532
PPP2R2B,-0.802570597
RPL30,3.607112671
KCNS2,-0.879596261
FAM122C,-0.799943459
SUPV3L1,1.861776823
FAM122B,0.342356394
EEF1A1,0.344156789
FBXO43,0.115848105
HKDC1,-0.464686782
HK1,0.458564121
TYSND1,0.538767603
PHF6,0.045457843
CD109,-0.758831002
LRFN2,-0.92078065
NODAL,-0.797716492
PRG3,-0.790792445
UBE2L6,0.265455155
ZDHHC5,0.778400006
MED19,1.496054862
ZFAND3,1.35326786
NPTN,1.142709883
KAT6B,-0.139730276
SAMD8,-0.655274675
RAB11FIP1,-0.316018202
UNC5D,-0.898767399
GLYATL2,-0.802486119
UTP14A,-0.393681074
AIFM1,1.831789768
MAPK13,-0.58921558
BAG4,0.322466387
MS4A1,-0.841831542
WDR67,1.359731426
WDYHV1,1.133154906
ATAD2,1.140039473
FBXO32,-0.60385447
NSMCE2,1.724494306
ZNF689,0.312834644
PRR14,0.127178922
FBRS,-0.151648418
FRRS1,-0.778595889
PHKG2,0.272210623
HIAT1,1.646761583
SASS6,-0.3582765
COX6A2,-0.766007433
ITGAD,-0.791420465
GPR112,-0.881972705
ZIC3,-0.855174541
MALSU1,2.549069973
VPS8,0.908442421
GALK2,0.684756776
LHFPL4,-0.667832694
B3GNT7,-0.834381306
PDE6D,1.361021005
EIF4A2,2.178391399
BRPF1,1.083927353
RPUSD3,0.696127232
SST,-0.910168516
TATDN2,0.81558386
GHRL,-0.854181192
SEC13,1.736173675
FAM92A1P1,1.713887741
EXOG,-0.085836653
NTAN1,0.176319854
SHCBP1L,-1.013910314
NMNAT2,0.039931526
ZFYVE9,-0.3114696
ATP2B2,-0.841224579
LYZL4,-0.46211412
SLC6A1,-0.798024753
SMG1,1.029691003
FCHO2,-0.54387934
RBPMS,-0.760449763
TMEM171,-0.606101404
KLHL40,-0.847651006
C8A,-0.67531099
TIMP4,-0.835911853
SYN2,-0.894197674
NRG1,-0.341390189
C1orf27,0.507033875
CPT2,0.538666494
NECAP2,0.89700621
LRP8,-0.056133394
CDCP2,-0.867195919
PAXIP1,1.558316009
STEAP2,1.91104601
SSBP3,0.993104334
HTR5A,-0.894536598
CLDN12,-0.158700585
MMP14,0.302570397
FZD1,-0.0954781
GATAD1,1.051025724
SUSD3,-0.802425173
DHRS4,0.198034067
C1orf158,-0.5743689
ARMC12,0.013858153
ST3GAL2,-0.292728082
FUK,-0.532820526
IL34,-0.801478811
DHRS1,0.31518589
CACNA1D,-0.871469237
ARSE,-0.780039847
KIT,-0.483453278
HYDIN,-0.832982676
AASDH,0.970887464
CACNA2D3,-0.612323083
RNF111,0.823481658
FAM81A,-0.832137053
MYO1E,-0.775360599
APPL1,0.696439426
MUM1L1,-0.873811647
AFAP1L1,-0.720987404
TSC22D3,1.450333287
DSCR3,0.471076962
DYRK1A,-0.690167772
KCNJ6,-0.707315888
KCNJ15,-0.913264663
ERG,-0.903672903
ETS2,0.494540666
TSPAN18,-0.700806308
LCA5L,-0.688905542
SLC35B2,0.412495445
TMEM164,-0.477517756
MX1,-0.935666993
CREB3L1,-0.787418112
C2CD2,-0.664549478
TAB3,-0.727863357
SLC38A10,-0.127069884
C9orf43,-0.993175378
ZNF618,0.48927971
DGKI,-0.829501357
C9orf91,0.330480317
SVOPL,-1.028123228
SNX22,-0.75340365
UBN2,0.662685055
BRAF,-0.169902496
SLC34A2,-0.999089948
ACAN,-0.852442869
PSMG3,1.089890802
CABP1,-0.769362302
WDR19,0.318730341
SLC37A3,-0.346932498
AP3S2,-0.154872523
FMNL2,0.721329454
RPS4Y2,-0.674871531
SPPL3,1.549481063
DPYSL5,0.112133541
CCDC164,-0.680167277
RAB28,1.631208103
FAM213B,-0.111254821
TNFRSF14,-0.587282594
PANK4,0.886827806
CIB4,-0.786769784
MEGF11,-0.963437725
C12orf43,0.318988941
PEX10,0.899673355
RER1,2.011578867
RADIL,-0.642197028
SKI,0.92965153
WIPI2,1.54538551
SSX8,-0.932045092
LDLRAP1,-0.00629221
AGAP1,-0.063883721
KRTCAP3,-0.808693917
PAFAH2,-0.568946679
EXTL1,-0.807045337
SLC30A2,-0.872526021
BRE,1.379815287
TRIM63,-0.890206576
WDR66,-0.842277891
MRPL17,0.938616788
DUSP2,-0.695064372
GRHL3,-0.560086843
UBXN11,-0.777831053
NLRP14,-0.920030227
PTPDC1,1.361421281
GALNT14,-0.27799551
HPD,-0.870538804
RHPN1,-0.627432146
TPRG1L,0.471115614
LRRC43,-0.945834743
AAED1,0.351938629
XDH,-0.615100549
CNNM4,-0.245601901
EYA3,-0.343531267
DZIP1L,-0.696892353
TMSB15A,2.1207098
FANCC,-0.701801304
MRAS,-0.854586638
WASF2,-0.055202517
ABHD3,0.574729368
ESYT3,-0.917286667
FAIM,0.00271027
FAM46B,-0.653405312
CLSTN2,0.236346498
COLEC12,-0.304574947
RNF207,-0.390497456
CUL4B,0.813367321
GPR153,-0.548951765
SLC13A3,-0.870575704
GPRASP2,0.898015992
RHBDL2,-0.765698348
AUTS2,-0.126514921
SHROOM4,-0.638794569
HIST1H2BD,1.629029082
CDC25C,0.663309232
HIST1H4H,0.092730379
MITD1,1.068591768
EIF5B,1.352169801
RIBC1,-0.692323487
TMSB15B,1.366419083
C2orf62,-0.646264921
CNOT11,1.583928628
KCNB1,-0.834914544
TSPAN33,0.648937217
NRG2,-0.830777655
AHCYL2,-0.225191953
B4GALT5,-0.122954974
CD1D,-0.77974767
CD1A,-0.857522472
SPATA2,-0.324935967
CD1C,-0.938055332
FAM86C1,-0.581064696
CD1B,-0.881811834
DNAH3,-0.881939339
CD1E,-0.899742551
CPA2,-0.644074003
CPA5,-0.736769347
TSR2,0.871043171
PPP1R9A,0.708235386
ZC3H18,0.504662128
ZFAND2B,-0.311620105
POM121L2,-0.712702802
GDPD5,-0.679193267
DYNC1I1,-0.568458173
PFKFB1,-0.61009781
ALAS2,-0.832573843
TMED4,1.426018691
PPP1R15B,0.69582925
COPG2,1.28218102
C11orf30,-0.170168778
PAGE5,-0.934928377
AGPAT6,1.109015757
ZSCAN12,-0.787433331
TAGLN2,-0.256343222
ELK4,-0.682610243
SLAMF8,-0.851435356
SLC45A3,-0.822552768
DUSP23,0.014933661
RNF166,-0.419678702
NBL1,-0.525739066
HTR6,-0.890745948
ITLN2,-0.604766122
F11R,-0.209834369
USF1,0.456670678
PLA2G2F,-0.96242301
SPATA2L,-0.602682744
NIT1,0.577582694
DEDD,0.501363106
ZNF276,0.282242118
NPM2,-0.800482089
EDA,-0.636560463
FGF17,-0.727990262
VWA5B1,-0.887254919
CDA,-0.872394784
PINK1,0.914245286
B4GALT3,1.643625006
EPB49,-0.70239378
ADAMTS4,-0.554207072
NDUFS2,0.909589994
SLC5A11,-0.821151579
FCER1G,-0.791636968
APOA2,-0.970319499
TOMM40L,-0.555342538
MPZ,-0.785292892
WFDC8,-0.976759006
KIAA1967,0.929932085
WNT9B,-0.718950485
CACHD1,0.917229671
CDC42SE2,0.381501507
RAPGEF6,0.815862415
EPB41,0.937436375
MIS18A,0.388842064
ALG8,0.956244739
FBXW5,0.785726335
SYNJ1,-0.767249584
PAXBP1,0.490508625
MRPL10,1.556735915
IFNGR2,0.975601837
GART,1.045646341
SON,1.450388276
DONSON,0.614834129
SV2A,-0.456085808
LAD1,-0.957154994
STC1,1.036183523
TNNI1,-0.670844278
CSRP1,1.368477189
PRAC,2.322679442
HOXB13,1.31784468
C1QC,-0.831569809
KCNE2,-0.886002291
ATP5G1,1.146574672
RCAN1,-0.002960509
UBE2Z,1.342420859
C1orf51,0.155378391
SNF8,2.682188152
CLIC6,-0.993366669
CCDC24,-0.712858486
RUNX1,-0.905821354
IGF2BP1,0.739053928
GIP,-0.977974848
CBR1,0.997165134
CBR3,0.5982815
C2orf81,-0.365922039
GJD2,-0.894336602
ACTC1,-0.914269044
MORC3,0.42801183
CHAF1B,-0.191992656
CLDN14,-0.691636247
SIM2,0.875140546
HLCS,0.14248292
SCUBE1,-0.8542001
ARHGAP27,-0.85806562
ADPGK,0.531914093
PTMS,1.19655877
PLA2G4D,-0.999032853
PADI4,-0.800126674
ADIPOR1,1.022052871
CYB5R1,0.65524761
PSMD4,2.837545081
ATP13A2,0.427216416
M1AP,-0.847210491
PSMB4,2.878643878
IRX6,-0.843918519
BTG2,0.422203648
CES5A,-0.864621382
HK2,1.193065794
C1R,0.016785466
CELF3,-0.751945889
STARD9,-0.344285146
THEM4,-0.970959919
TCHH,-0.733836001
LCE2B,-0.871126624
UBR1,0.155856572
AMFR,0.894977601
MED8,1.393755194
TGM7,-1.008690431
RGL4,-0.789318025
SPRR2G,-0.581856953
PGLYRP3,-0.905073669
ISL2,-0.410402933
RSPRY1,1.66721405
CCDC17,-0.759117345
GPBP1L1,1.422275373
NAE1,2.999819053
TMEM69,1.42252929
GPR114,-0.723458018
CCDC135,-0.612354366
ACE,-0.715254191
TEPP,-0.9005393
UROC1,-0.849302112
EFCAB14,0.420564401
SPON2,-0.621669022
CHCHD6,1.241590791
CTBP1,1.822759491
LRRC36,-0.845443851
TPPP3,-0.694254767
ZDHHC1,-0.617349325
ATP6V0D1,1.109319547
AGRP,-0.900402593
ZFYVE28,-0.571744768
RLTPR,-0.870250043
C16orf86,-0.723899922
PIP,-0.656210956
FAM131B,-0.803439988
RGS12,-0.698529163
PSKH1,0.635241738
ZYX,0.206949105
ABR,1.86643139
LYPD5,-0.631335103
CCDC117,0.028348015
ZNF230,-0.46936469
CCDC107,0.338155625
ZNF222,0.70567395
NPR2,-0.404445701
ZNF221,-0.912491155
ZNF233,-0.786406333
ZNF235,-0.17185435
GNE,-0.350373552
TNFRSF13C,-0.844612932
OR3A3,-0.686019191
ARHGAP35,-0.052805706
PTGIR,-0.742938911
CALM3,0.063168244
DFFA,1.612197224
CCDC28B,0.854206748
IQCC,-0.601442637
TMEM234,-0.216483962
BSDC1,-0.0523651
ATAD3B,0.000462412
SSU72,2.095085489
UBE2J2,1.467217829
ZNF362,-0.291786871
FNDC5,-0.492972601
CPAMD8,-0.835807545
NR2F6,-0.38942096
ANKLE1,-0.709573393
VMA21,0.639569374
KALRN,-0.614096848
CILP2,-0.786648522
ABCG1,-0.442964553
TFF3,-0.90058693
TFF2,-0.829283901
TFF1,-1.013537716
TMPRSS3,-0.899811151
UBASH3A,-0.754734036
RSPH1,-0.698670819
SLC37A1,-0.647401808
PDE9A,0.775786981
WDR4,-0.392271479
NDUFV3,0.590025823
PKNOX1,-0.510417787
CBS,1.483753061
U2AF1,2.757819661
CRYAA,-0.871607831
HSF2BP,-0.254410526
RRP1B,1.571104218
PDXK,0.03341449
G6PD,0.251875024
CSTB,2.326873322
RRP1,-0.046828225
AGPAT3,0.411064053
TRAPPC10,0.052963196
GAB3,-0.895239162
C21orf33,1.364875509
ICOSLG,-0.734052501
AIRE,-0.81294615
C21orf2,-0.657695044
ZNF66P,-0.985958309
LRRC3,-0.655113391
ITGB2,0.004774779
RALGDS,0.104643663
FTCD,-0.738830126
SPATC1L,-0.183724605
LSS,0.017683865
MCM3AP,1.179510762
C21orf58,-0.745828707
PCNT,1.088231432
DIP2A,-0.719325014
S100B,-0.238587484
PRMT2,0.494712936
CLDND2,-0.876553471
ZNF208,-0.800374685
ADAMTS13,0.044279765
CACFD1,-0.725032605
SLC2A6,-0.575634421
ZNF761,-0.248929979
FCN2,-0.859537385
C9orf116,0.824081124
LCN1,-0.958499046
GPSM1,-0.154418624
C19orf47,-0.608909163
HIPK4,-0.78345225
C9orf117,-0.922966222
TOR2A,-0.727769691
ST6GALNAC6,-0.169553979
SHKBP1,-0.384212412
RDH13,-0.263394142
ZER1,-0.568378687
ZDHHC12,0.000952875
PKN3,-0.771033746
SPTBN4,-0.725305229
BRSK1,0.422575257
COX6B2,-0.838355621
TMEM190,-0.764772381
NLRP4,-0.724570834
PPAPDC3,-0.889828712
TAOK1,0.658922889
MED27,1.28612252
DEDD2,0.285711834
SIK3,0.393144826
MPZL3,-0.869874745
AMICA1,-0.90131551
NEK8,-0.446387951
TLCD1,-0.775767613
PCSK7,-0.727525325
SAFB,0.615049467
CD3G,-0.855170848
S100A1,-0.855195411
CHTOP,1.774011499
CXCR5,-0.864025307
ZBTB7B,-0.730480455
FLAD1,1.707824556
SHC1,1.481886504
VPS11,0.368514851
NLRX1,-0.57089556
ADAR,0.986899427
IL6R,-0.794835513
UBE2Q1,1.778151704
CHRNB2,-0.720229518
CRTC2,-0.400935418
ANO10,-0.081830315
FDPS,2.51642026
RUSC1,0.258386079
FAM189B,1.82835589
PAQR6,-0.420528928
SLC25A44,-0.672197852
LMNA,1.068755181
CCR5,-0.913974408
NBEAL2,-0.615666951
CCDC12,-0.544748329
PTH1R,-0.796424687
UBQLN4,-0.540941616
MYL3,-0.790819354
PPP1R35,1.964296509
GPATCH4,1.259628415
LRRC71,-0.889267429
FCRL3,-0.907512971
AZGP1,-0.75033038
FGFR4,-0.709012689
CYP3A4,-0.898428289
CYP3A7,-0.515950647
NACC1,-0.906167908
CYP11B1,-0.907555306
HK3,-0.877739973
LY6K,-0.822147774
IER2,1.311476588
ZNF394,-0.244799957
CPSF4,1.64382103
LY6E,0.521309913
VPS28,2.286945128
TONSL,-0.744974526
PTGER1,-0.888582752
MUM1,0.612466403
RECQL4,0.099326572
LRRC14,-0.293248667
ZNF333,-0.547222264
COL26A1,-0.862390873
PPP1R16A,0.725968626
FOXH1,-0.625963603
ORAI2,-0.185421983
ALKBH4,0.727502168
CCDC105,-0.761431773
SH2B2,-0.750802849
C5orf45,-0.104871106
SQSTM1,1.30728042
MGAT4B,0.673449307
RPL8,3.679603239
MAML1,-0.287349899
PGLYRP2,-0.531706478
LRWD1,0.66672392
FBXL13,-0.853955986
NAPEPLD,-0.246354411
SCGB3A1,-0.790076045
PSMC2,0.453412973
CELF5,0.480129089
MFSD12,0.342394156
YDJC,1.245494822
CCDC116,-0.805141024
PCYT1A,-0.405163866
FBXO27,-0.830372282
DMKN,-0.650132559
U2AF1L4,0.345217203
BDH1,0.528509964
NPHS1,-0.894320326
THAP8,0.399161984
COX7A1,-1.002004417
ZNF382,0.49768696
DUSP14,1.20253427
LRRC56,0.220021942
PLXDC1,-0.628288606
PGAP3,-0.770342757
IKZF3,-0.982172852
GRIN2C,-0.635938754
FDXR,-0.553298595
SAP30BP,0.858804802
ACOX1,0.60316231
PRPSAP1,2.004347552
CYGB,-0.60531335
SRSF2,1.947531882
ZNF577,-0.559012491
TMEM143,-0.705198037
CCL5,-0.861717522
LYZL6,-0.714265462
CCL16,-0.848779579
KLHL10,-0.926561036
CCDC155,-0.45793555
HCRT,-0.740329081
ALDH16A1,-0.199266739
DCD,-0.891309472
ITGA5,-0.408260613
SIGLEC11,-0.816951572
ZNF385A,-0.639765117
SIGLEC16,-0.86585065
MPP3,-0.259301099
CD300LG,-0.855526319
IZUMO2,-1.005397179
NAGS,-0.723631431
ASB16,-0.813107902
EMC10,2.473081879
JOSD2,-0.41672516
FAM171A2,-0.405881442
DBF4B,-0.550508705
PLCD3,-0.901609655
FMNL3,-0.468827473
AQP5,-0.733581782
RACGAP1,1.001559828
OR7G1,-0.783727189
LARP4,0.967027446
GRASP,-0.222323716
RAVER1,-0.75256077
KRT84,-0.806464842
KRT82,-0.822459463
SYCE2,-0.784307532
SPC24,-0.527852273
IP6K3,-0.921555675
LEMD2,0.585191533
ALOX15,-0.829865861
TREML1,-0.744765375
ZNF653,-0.401949387
MED11,0.576412607
CXCL16,-0.630801766
SCIMP,-0.9809385
BCL6B,-0.853189786
ASGR2,-0.624353702
FGF11,0.916635637
CCDC42,-0.893833081
POLR3K,0.047563213
SNRNP25,1.761348325
C16orf11,-0.854650221
JMJD8,0.245641974
CCDC78,-0.823377964
MSLNL,-0.972624238
SSTR5,-1.057056176
SPSB3,0.501078387
MEIOB,0.711568674
HS3ST6,-0.897873035
C16orf59,-0.231503948
CCNF,0.180903847
AMDHD2,-0.472862959
NTN3,-0.598070808
CCDC64B,-0.791551727
PAQR4,-0.642795609
FLYWCH2,0.759884004
ZG16B,-0.808377466
ZNF75A,0.533449978
ADCY9,-0.674354236
SHANK2,-0.826906415
CLPB,-0.439991599
NEU3,-0.822459463
CYBASC3,-0.537488626
PPP1R32,-0.939434814
ASRGL1,0.526951012
GNG3,-0.962562058
UBXN1,-0.080862427
C11orf48,-0.749503769
TTC9C,1.78632586
TAF6L,-0.563481004
NXF1,1.732487747
STX5,-0.217116248
SLC25A45,-0.816779377
ITIH3,-0.798502688
DCP1A,1.714036441
SYVN1,0.785507495
ZFPL1,-0.403736105
RPS6KA4,-0.634888503
LRP5,-0.594389519
TPCN2,-0.583682665
FGF19,-0.757953279
PDZK1IP1,-0.645645715
TAL1,-0.358405341
CMPK1,1.754898597
ELAVL4,1.284609206
SELRC1,1.411462755
ZYG11B,0.332574433
SLC1A7,-0.787179822
C1orf123,1.783953848
MAGOH,1.769212357
ACOT11,-0.82507086
FAM151A,-0.883686518
PARS2,-0.716117719
C1orf177,-0.761091773
BSND,-0.610022645
USP24,1.021189778
PPAP2B,-0.756459273
NOL9,0.336731267
PRKAA2,-0.843685978
KLHL21,-0.287980068
ZSWIM5,-0.739824277
GMEB1,1.015261877
SLC45A1,-0.703408821
AK4,1.48965809
JAK1,2.834077072
RAVER2,0.772139906
CTRC,-0.839679481
LZIC,1.39567877
RBP7,0.492351352
KNCN,-0.867451477
FBLIM1,0.866026825
TMEM82,-0.769834419
SLC25A34,-0.612127291
AKR7A3,-0.658581278
DRAXIN,-0.713683809
PDPN,-0.937777774
DHRS3,-0.058656754
MATN1,-0.794538613
LAPTM5,-0.117400292
SDC3,-0.133658178
PEF1,0.909907436
SYNC,-0.632780505
KIAA1522,-0.73752609
TSSK3,-0.63040701
TMCO4,-0.582027539
UBXN10,-0.852908319
CAMK2N1,0.134876739
ALPL,-0.742209947
WNT4,-0.806770354
TTLL10,-0.8160588
SCNN1D,-0.450822439
MXRA8,-0.859283134
C1orf86,-0.444583625
MEGF6,-0.349475756
CCDC27,-0.872527639
IL23R,-0.95241366
DIRAS3,-0.129369979
C1orf87,-0.979944696
NFIA,0.903951655
MYSM1,-0.363538091
TM2D1,1.723675859
USP1,2.246118184
FUBP1,1.048937467
NEXN,-0.756089746
ELTD1,-0.963763559
LRRIQ3,-0.880322878
TYW3,0.202028276
LHX8,-0.908002463
SNX7,-0.595886343
B3GALT2,-1.000351244
NTNG1,0.370582632
FAM102B,-0.739279632
HENMT1,-0.676379371
AKNAD1,-0.893046928
C1orf52,0.920122142
WDR63,-0.588671585
GBP2,-0.70449792
ATXN7L2,0.350605506
GBP4,-0.928951198
ZNF326,1.314933709
HFM1,-0.843994228
FAM5C,-0.610940096
GFI1,-0.607540616
LSP1P3,0.862647703
KCNT2,-0.457547197
AGL,0.695712043
VCAM1,-0.855668327
EXTL2,1.413785385
SLC30A7,0.929386029
ZNF281,2.121621746
ARPC5,2.031536874
CADM3,-0.791172379
NLRP3,-0.777779579
ZNF496,-0.838569822
SLAMF9,-0.650094222
OR2M5,-0.689320738
KCNJ9,-0.874150378
IGSF8,-0.833816179
DDR2,2.138644986
PEA15,1.205186873
NCSTN,-0.002712723
VANGL2,0.196369836
SLAMF6,-0.816087034
OLFML2B,-0.66178741
FCRLB,-0.765845318
SLC9C2,-0.911040591
KLHDC9,-0.348207258
C1orf74,0.311172179
LMX1A,-0.588151606
LRRC52,-0.826545593
FLVCR1,0.060804363
FAM71A,-0.976167834
ATF3,-0.298800639
RBM15,0.963670367
DENND2D,-0.865306646
AXDND1,-0.899085381
TDRD5,-0.7477124
IER5,0.192037573
SNED1,-0.878773239
BPNT1,0.101681821
SPATA17,-0.556306115
C1orf115,-0.375698268
BROX,-0.791374977
ACP6,0.502016778
WDR64,-0.764549767
KIF26B,-0.865805844
TFB2M,2.039146183
CNST,0.569862817
PPP1R21,0.363969647
KLHDC8A,-0.897237825
PM20D1,-0.758984228
PKDCC,0.864830577
OXER1,-0.784314736
HAAO,-0.784314736
B3GALNT2,0.103673054
MAPKAPK2,-0.037956361
IL20,-0.936075761
IL24,-0.483090856
FAIM3,-0.726113929
PIGR,-0.792438607
FCAMR,-0.813987951
CAPN2,1.602010564
MRPL55,2.086227012
WDR26,1.608121646
REL,0.041381907
PUS10,-0.685883347
PEX13,0.554361237
KIAA1841,-0.763287169
TRIM17,-0.707481305
RFTN2,-0.742224792
DISC1,-0.439400403
CAPN13,-0.784185057
LRRTM1,-0.618452169
DPY30,2.396103516
TYW5,-0.296569432
C2orf47,1.552957547
KCNF1,-0.982854913
PQLC3,0.226292098
ARL5A,1.948797886
FAM84A,-0.881132116
KCNJ3,-0.954396088
CLHC1,0.727708719
FRZB,-0.536832251
DUSP19,-0.833834017
CCDC104,1.633495604
NUP35,0.926147546
CCDC138,0.595190048
C2orf48,-0.726924013
